Review,Title,Rating,day,month,year,hour,minute,second,dayofweek,weekofyear,raw time,Country,Username,Reviews,Reads,Useful,Genre
Great quality of the service. ...,Quality,5,1,8,2016,17,37,10,1,31,2016-08-01T17:37:10,United States,Mario,1,4,0,
It's an excellent service & I am so happy to use Rebtel. I would like to introduce all my known people and friends.,Excellent Services!,5,1,8,2016,15,44,25,1,31,2016-08-01T15:44:25,United States,Kamal Majumdar,1,4,0,
"Even if I have a subscription, it always ask me to recharge again! Ans most of the times there is a busy tone even when the other person is not even using the phone! Come on Rebtel, try to fix the issue! If not please let the customers know you can't do it! This is ridiculous!",Calls does not get connected,1,1,8,2016,15,16,9,1,31,2016-08-01T15:16:09,United States,bbt009,1,4,0,
I'm using one of the best service in 10 years great job.,Excellent,5,1,8,2016,14,32,56,1,31,2016-08-01T14:32:56,United States,Monis Khan,1,6,0,
"This company absolutely has no value for you as a customer. It is evident from the fact that they don't even have a customer care number. I have been using their service from few months. I recently found out that they have started charging me twice from last couple of months. Last month, I reached out to them asking why i was charged twice and they said, sorry, it was their system error and they cant refund, instead i can use their service for the amount they charged me. Which means I only wanted 30 days of service and they forced me 60 days service by charging twice. They also said, this won't repeat. I removed my credit card details and added a new credit card so that, they wont use my old credit card to charge twice again. Just found they have again charged me twice on the new credit card. I really don't know what to do with these guys . I mean they is a limit to which you can be so careless about customer service. It when a company starts acting like thugs extracting money without permission, you start thinking such companies dont have a right to exist.",No value for customer concerns,1,31,7,2016,15,16,1,7,30,2016-07-31T15:16:01,United States,Raj,1,4,0,
Avoid unless you enjoy being scammed!!!,Zero stars -- Scam,1,24,7,2016,15,8,37,7,29,2016-07-24T15:08:37,United States,DroneD,1,6,0,
"Your App is not optimized fully. I'm facing lot's of basic issues with your APP.. Even when I make a call while playing song, the app does't pause the song but my call is connected.",Need to optimize the app,3,19,7,2016,0,41,59,2,29,2016-07-19T00:41:59,United States,kishore,1,4,0,
Connection clarity is good .,If you allow text or SMS facilities will make great service,4,18,7,2016,22,22,29,1,29,2016-07-18T22:22:29,United States,Eshetu,1,2,0,
There is a problem with the service. You hear the recording of your conversation while you talking.,Echo conversation,2,18,7,2016,20,2,8,1,29,2016-07-18T20:02:08,United States,Barry,1,4,0,
Rebtel's service is easy to use and recharge the account.,Very easy to use.,5,18,7,2016,17,4,35,1,29,2016-07-18T17:04:35,United States,Victor,2,5,0,
Great support from the team,Quality and affordable service,5,18,7,2016,16,2,40,1,29,2016-07-18T16:02:40,United States,Tsedeke,1,5,0,
Excellent. Thank You very much,Excellent,5,18,7,2016,15,55,27,1,29,2016-07-18T15:55:27,United States,Larry,2,4,0,
it doesn't inform me about the number which I want to call is on or off..Though the number is off but its still ringing & thts really weird. Please fix this..,Mejor Problem...,3,17,7,2016,16,57,55,7,28,2016-07-17T16:57:55,United States,Faisal,1,4,0,
"They have given advertisement on the web to call india 10$ for One month and 7 days. Opened the account on 3rd July and fed my credit card details on my Rebtel account then they gave a link to download their APPS but the beauty is that Link did not work and tried for two weeks to download their apps meanwhile they have taken 10USD from my account even though you were not using their services and No customer service number also but when i chatting thru Customer support, did not get proper solution after downloaded their application in two weeks, just used their service only two days, On next day when i am calling to India, says no enough credit to call India, approached customer support  why i could not make call? do you know what they said",I had a very Bad experience with Rebtel and Cheated me,1,17,7,2016,14,28,51,7,28,2016-07-17T14:28:51,United States,Rajuy,1,5,0,
Sent an email regarding my subscription 2 weeks ago and haven't received any reply from them. There is no phone number to contact them.,CustomService is very very poor,1,14,7,2016,8,34,14,4,28,2016-07-14T08:34:14,United States,Chandu,1,2,0,
"Good service,but your receptive clarity could be improved",Service Rating.....,4,13,7,2016,16,1,41,3,28,2016-07-13T16:01:41,United States,Olawale,1,3,0,
i would recommend to all,excellent,4,13,7,2016,4,56,42,3,28,2016-07-13T04:56:42,United States,mohammed,1,1,0,
I currently receives quality and excellent services. Please keep it up.,Excellent Service,5,13,7,2016,3,39,54,3,28,2016-07-13T03:39:54,United States,Augustine,1,3,0,
Overall good experience with Rebtel. They have a good service and good quality of voice.,Cool...!,4,12,7,2016,23,41,11,2,28,2016-07-12T23:41:11,United States,Bharat,1,1,0,
It's the best and cheapest international calling app.,Best for international calling,5,12,7,2016,19,58,29,2,28,2016-07-12T19:58:29,United States,Vedant,1,3,0,
Rebtel continue to make telecommunications more affordable and easier to use.,Economical,5,12,7,2016,18,40,52,2,28,2016-07-12T18:40:52,United States,Ali,1,2,0,
Prompt response and clear conversation at affordable rate.,Excellent connection for conversation.,5,12,7,2016,18,8,46,2,28,2016-07-12T18:08:46,United States,Oladele,1,2,0,
"I am happy with Rebtel but I would like you do something like the others apps for send free sms to Cuba, thanks...",I am happy with Rebtel,5,12,7,2016,17,16,39,2,28,2016-07-12T17:16:39,United States,Alexei,1,4,0,
Rebel is doing a good job with a great customers concern.Keep it up,Good job. Keep it up,5,12,7,2016,16,47,52,2,28,2016-07-12T16:47:52,United States,Abiodun,1,3,0,
Very good comunications,Exelent,5,12,7,2016,14,54,26,2,28,2016-07-12T14:54:26,United States,Rolando,1,3,0,
Excellent Service,Rebtel,5,12,7,2016,14,45,3,2,28,2016-07-12T14:45:03,United States,Deji King,1,4,0,
excellent connectivity every time and EXCELLENT value for money,REBTEL,5,12,7,2016,9,14,45,2,28,2016-07-12T09:14:45,United States,Adesola,1,4,0,
"someone else is using my account, whoever is buying 10 dollars credit every day is not me, my account had being stolen.",stolen account,1,11,7,2016,23,27,45,1,28,2016-07-11T23:27:45,United States,Lester Gelpi,1,2,0,
It's my choice,good,5,11,7,2016,21,36,39,1,28,2016-07-11T21:36:39,United States,TIENSONNON JEAN-MARC,1,4,0,
"Reall good service, but sometime call disconnects automatically .Moreover when i reloads my plan and call they always ask to dial the number and Rebtel Pin, this is sometimes irritating. Rest is good.",Very Good,4,11,7,2016,21,26,33,1,28,2016-07-11T21:26:33,United States,neha,1,4,0,
"cant make calls to india,rebtel cheated and i lose my 10 euros",cant make calls to india,1,11,7,2016,21,25,49,1,28,2016-07-11T21:25:49,United States,sirajutheen,1,4,0,
Quantity of phone numbers in excess of 30 causes revocation of unlimited minutes advertised but was not disclosed properly and has questionable business impact on Rebtel cost given automation of phone system.,Unlimited does not mean unlimited with Rebtel,3,11,7,2016,20,30,35,1,28,2016-07-11T20:30:35,United States,Raymond,1,3,0,
Rebtel gives clear and rapid connection to Cuba.,Clear connection,5,11,7,2016,20,20,55,1,28,2016-07-11T20:20:55,United States,Teresa,1,4,0,
I have problems connecting the Rebtel app in Ghana  when I switched numbers in the settings,Your international rates for Ghana  is too high,3,11,7,2016,19,32,3,1,28,2016-07-11T19:32:03,United States,Abdul majeed,1,3,0,
"I'm from United Arab Emirates ...this software only work well with strong VPN software , because Rabtel and most of calling software Got Blocked from My country telecom company...because of VPN I get poor quality of Voice and some time next party can't hear me at all ...I trayed with 4G and Fast WiFi .",Need VPN to work !,1,11,7,2016,18,40,9,1,28,2016-07-11T18:40:09,United States,Arshad Baloch,1,3,0,
I didn't give them five stars because it doesn't let put money every time I want. Everything else pretty good.,So far so good.,4,11,7,2016,17,38,58,1,28,2016-07-11T17:38:58,United States,Guendoline,1,2,0,
exellent services,"great services, call very clear .",5,11,7,2016,17,37,29,1,28,2016-07-11T17:37:29,United States,Durantown,1,3,0,
I have no regrets whatsoever about using this company,Excellent service,5,11,7,2016,17,29,3,1,28,2016-07-11T17:29:03,United States,Tari,1,3,0,
Service is great but only one thing I want to request please bring back India unlimited service as previously.,Great service,5,11,7,2016,17,25,36,1,28,2016-07-11T17:25:36,United States,KEYA,1,4,0,
Keep up the greatest work.,Useful app,5,11,7,2016,17,23,3,1,28,2016-07-11T17:23:03,United States,Ibrahim M Alkahiabri,1,3,0,
Excellent App i like it,Very nice,5,11,7,2016,17,19,44,1,28,2016-07-11T17:19:44,United States,Casa,1,4,0,
no call without internet or wifi,I m happy with it. but i dont lnow why it is nt working without internet in my phn now. there is no option for call without internet now.,3,11,7,2016,17,17,36,1,28,2016-07-11T17:17:36,United States,varun,1,3,0,
"Easy to use site and app, straight forward. Easy to buy minutes as well. Over all, great service!",Good service!,5,11,7,2016,17,16,26,1,28,2016-07-11T17:16:26,United States,-Steve-O,1,3,0,
They make it sooo easy to recharge a mobile phone in Cuba. Highly recommended.,Fast and reliable,5,11,7,2016,17,16,9,1,28,2016-07-11T17:16:09,United States,Ernesto,1,4,0,
The signal isn't always clear but for the most part it is acceptable.,Talking to Africa,4,11,7,2016,17,15,36,1,28,2016-07-11T17:15:36,United States,Vivianne,1,3,0,
